UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,lat,lon
130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,-7.939827942070195,-77.88009198016243
130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,-7.612697350095465,-77.76615089985093
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,-8.349140275982165,-78.24461233869232
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,-8.14569650041625,-78.03265679969024
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,-8.017281827025906,-78.06435595465703
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,-8.127965511491423,-77.98081148828184
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,-8.142627560293855,-77.94204847876533
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,-8.014738671984949,-78.25111321736458
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,-8.188299812881302,-78.09567432630179
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,-8.026281809792486,-77.80046022685684
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,-7.501508301822291,-78.76396136628698
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,-7.629980540832855,-78.57658200348293
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,-7.662529922264442,-78.70150631427981
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,-7.567899706664867,-78.43172533735915
131201,LA LIBERTAD,VIRU,VIRU,-8.353303695051753,-78.735255261204
131202,LA LIBERTAD,VIRU,CHAO,-8.559893949904005,-78.50641368538868
131203,LA LIBERTAD,VIRU,GUADALUPITO,-8.801723956029441,-78.64974680486914
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.782836831526912,-79.8258256326195
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-6.626862378450471,-79.4645633568125
140103,LAMBAYEQUE,CHICLAYO,ETEN,-6.930467178406051,-79.8158842557795
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,-6.950196039238562,-79.84718418646767
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,-6.739829670545621,-79.8425872765487
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-6.823756279560455,-79.8611471889824
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,-7.01446949634244,-79.67140530679745
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,-6.865730356798275,-79.8574845686483
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,-6.9312939176242265,-79.37080893193367
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,-6.779638473302083,-79.27684930526634
140111,LAMBAYEQUE,CHICLAYO,PICSI,-6.716392494593214,-79.77257756740889
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.799433330278306,-79.90353759837814
140113,LAMBAYEQUE,CHICLAYO,REQUE,-6.863482436464425,-79.79419287988324
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,-6.881463223426791,-79.90388124216234
140115,LAMBAYEQUE,CHICLAYO,SAÑA,-6.887142159247183,-79.63799659439383
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,-6.8887009402216615,-79.50668210124434
140117,LAMBAYEQUE,CHICLAYO,PATAPO,-6.708931201059031,-79.58575428993832
140118,LAMBAYEQUE,CHICLAYO,POMALCA,-6.781753887106622,-79.75903758253017
140119,LAMBAYEQUE,CHICLAYO,PUCALA,-6.79462920261535,-79.51372625475057
140120,LAMBAYEQUE,CHICLAYO,TUMAN,-6.773732462231256,-79.69445053066077
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,-6.6205018031105185,-79.79116327962518
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,-6.060241810772729,-79.30472358671065
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,-6.2312047257815095,-79.38712605857947
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,-6.635332513246501,-79.68283022449691
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,-6.486228392724902,-79.63476015229494
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,-6.629897879693628,-79.82443149073455
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.673957847306187,-79.93289761634236
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,-6.155232491577467,-79.613590266195
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,-6.469594378352192,-79.8533669472561
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,-6.334181803379218,-79.80828335192432
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,-6.562819331539298,-79.88751511220498
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,-6.5061503263599345,-80.17900024145605
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.16904653703094,-79.70787551672618
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,-6.045621530479466,-80.08065781918287
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,-6.434083520260383,-79.87992271684645
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,-6.136759598903016,-79.53137763553852
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,-6.766059630485565,-79.93691491369894
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,-6.503308620146966,-79.8762753272897
150101,LIMA,LIMA,LIMA,-12.051055427069413,-77.04903773227102
150102,LIMA,LIMA,ANCON,-11.70256850296878,-77.09589013854585
150103,LIMA,LIMA,ATE,-12.032663317281417,-76.87732554021939
150104,LIMA,LIMA,BARRANCO,-12.14407299755212,-77.02087865989864
150105,LIMA,LIMA,BREÑA,-12.059144108636678,-77.0506366491406
150106,LIMA,LIMA,CARABAYLLO,-11.8073841284548,-76.97292723850673
150107,LIMA,LIMA,CHACLACAYO,-11.991640485123018,-76.76696980296303
150108,LIMA,LIMA,CHORRILLOS,-12.192646291766334,-77.00598628679538
150109,LIMA,LIMA,CIENEGUILLA,-12.076546029900854,-76.77745996983676
150110,LIMA,LIMA,COMAS,-11.929075637101434,-77.03892022670684
150111,LIMA,LIMA,EL AGUSTINO,-12.040124762905903,-76.98754192847959
150112,LIMA,LIMA,INDEPENDENCIA,-11.987477334960557,-77.04600843654119
150113,LIMA,LIMA,JESUS MARIA,-12.07808945562321,-77.04824205684295
150114,LIMA,LIMA,LA MOLINA,-12.087999340638177,-76.92589845509845
150115,LIMA,LIMA,LA VICTORIA,-12.072318462729173,-77.01737148817348
150116,LIMA,LIMA,LINCE,-12.085769877547344,-77.0356913420741
150117,LIMA,LIMA,LOS OLIVOS,-11.972518649687355,-77.07437768975086
150118,LIMA,LIMA,LURIGANCHO,-11.958596117555523,-76.80155573671092
150119,LIMA,LIMA,LURIN,-12.234348353847308,-76.8015572686869
150120,LIMA,LIMA,MAGDALENA DEL MAR,-12.094578172058519,-77.06701479477287
150121,LIMA,LIMA,PUEBLO LIBRE,-12.075080461158414,-77.06578913473143
150122,LIMA,LIMA,MIRAFLORES,-12.120793393496513,-77.0290884109647
150123,LIMA,LIMA,PACHACAMAC,-12.160001181442029,-76.80987049638567
150124,LIMA,LIMA,PUCUSANA,-12.466235721942766,-76.77598777823134
150125,LIMA,LIMA,PUENTE PIEDRA,-11.8721358828458,-77.08666238392674
150126,LIMA,LIMA,PUNTA HERMOSA,-12.269245136060746,-76.74374500781776
150127,LIMA,LIMA,PUNTA NEGRA,-12.303624245577463,-76.70943137769487
150128,LIMA,LIMA,RIMAC,-12.023597451533538,-77.03258790514514
150129,LIMA,LIMA,SAN BARTOLO,-12.369381890571807,-76.72414426075285
150130,LIMA,LIMA,SAN BORJA,-12.097535603258239,-76.99526272684344
150131,LIMA,LIMA,SAN ISIDRO,-12.099001053904443,-77.03677238897852
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-11.945947427836096,-76.97146423668005
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.15782035937048,-76.96652383866834
150134,LIMA,LIMA,SAN LUIS,-12.074104854571226,-76.99729845008329
150135,LIMA,LIMA,SAN MARTIN DE PORRES,-11.99276596852085,-77.0885044370739
150136,LIMA,LIMA,SAN MIGUEL,-12.076598749616894,-77.0900896422864
150137,LIMA,LIMA,SANTA ANITA,-12.043235579479335,-76.96325300737006
150138,LIMA,LIMA,SANTA MARIA DEL MAR,-12.40871158702689,-76.76730878009742
150139,LIMA,LIMA,SANTA ROSA,-11.80488662234881,-77.16332165756374
150140,LIMA,LIMA,SANTIAGO DE SURCO,-12.127226183592185,-76.98451880558326
150141,LIMA,LIMA,SURQUILLO,-12.113401364938909,-77.01298959515262
150142,LIMA,LIMA,VILLA EL SALVADOR,-12.21917488908594,-76.9454413141112
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.170303667123795,-76.91899702961935
150201,LIMA,BARRANCA,BARRANCA,-10.71492600202128,-77.68269230585885
150202,LIMA,BARRANCA,PARAMONGA,-10.48644965067762,-77.7421659301459
150203,LIMA,BARRANCA,PATIVILCA,-10.6233603003185,-77.68595849624312
150204,LIMA,BARRANCA,SUPE,-10.809611542590522,-77.56230613720008
150205,LIMA,BARRANCA,SUPE PUERTO,-10.78524661135772,-77.72568019020565
150301,LIMA,CAJATAMBO,CAJATAMBO,-10.455140101741412,-76.94383974869578
150302,LIMA,CAJATAMBO,COPA,-10.36447957150786,-77.02337878183347
150303,LIMA,CAJATAMBO,GORGOR,-10.621640701446461,-76.99191087090465
150304,LIMA,CAJATAMBO,HUANCAPON,-10.521691908451373,-77.10893261924801
150305,LIMA,CAJATAMBO,MANAS,-10.612367701139725,-77.22080863320755
150401,LIMA,CANTA,CANTA,-11.475306595812459,-76.58229732449954
150402,LIMA,CANTA,ARAHUAY,-11.640712244753889,-76.67510490570201
150403,LIMA,CANTA,HUAMANTANGA,-11.5503470618457,-76.84381843777079
150404,LIMA,CANTA,HUAROS,-11.401313189909654,-76.50239859779789
150405,LIMA,CANTA,LACHAQUI,-11.555634695656995,-76.61159610246231
150406,LIMA,CANTA,SAN BUENAVENTURA,-11.44050294429478,-76.66293859327688
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,-11.671038204134511,-76.84314809434343
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,-13.171936024464806,-76.25756970962924
150502,LIMA,CAÑETE,ASIA,-12.796702524020043,-76.51119005533697
150503,LIMA,CAÑETE,CALANGO,-12.487066049022024,-76.45461715244647
150504,LIMA,CAÑETE,CERRO AZUL,-12.966135344418733,-76.46489070258339
150505,LIMA,CAÑETE,CHILCA,-12.42981709359556,-76.62994252059163
150506,LIMA,CAÑETE,COAYLLO,-12.658717620977548,-76.4067225290147
150507,LIMA,CAÑETE,IMPERIAL,-13.033091764784709,-76.36961964381184
150508,LIMA,CAÑETE,LUNAHUANA,-13.019333340245575,-76.11738238764539
150509,LIMA,CAÑETE,MALA,-12.653492451581997,-76.60167569948655
150510,LIMA,CAÑETE,NUEVO IMPERIAL,-12.960495945703691,-76.25857628734549
150511,LIMA,CAÑETE,PACARAN,-12.897902257977869,-76.07042850243943
150512,LIMA,CAÑETE,QUILMANA,-12.869568754587906,-76.3452769096365
150513,LIMA,CAÑETE,SAN ANTONIO,-12.613166013388508,-76.67418212475174
150514,LIMA,CAÑETE,SAN LUIS,-13.052000934654002,-76.42372142842513
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,-12.549891021288905,-76.64620134413289
150516,LIMA,CAÑETE,ZUÑIGA,-12.829866549683167,-76.01406295166272
150601,LIMA,HUARAL,HUARAL,-11.38708313527818,-77.17110498346128
150602,LIMA,HUARAL,ATAVILLOS ALTO,-11.277497178548035,-76.59517103712894
150603,LIMA,HUARAL,ATAVILLOS BAJO,-11.3464536296725,-76.76105371450048
150604,LIMA,HUARAL,AUCALLAMA,-11.517745011985273,-77.04995023762173
150605,LIMA,HUARAL,CHANCAY,-11.501130714961027,-77.29183287391356
150606,LIMA,HUARAL,IHUARI,-11.187283495673146,-76.96087680203091
150607,LIMA,HUARAL,LAMPIAN,-11.247332461579202,-76.86383245984837
150608,LIMA,HUARAL,PACARAOS,-11.127142424815165,-76.66484449123436
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,-11.292970485259,-76.76750344019217
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,-11.147018768771684,-76.56552186403385
150611,LIMA,HUARAL,SUMBILCA,-11.394398398416383,-76.855425262656
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,-11.148855911855243,-76.77281748771821
150701,LIMA,HUAROCHIRI,MATUCANA,-11.816147800749276,-76.3794308043901
150702,LIMA,HUAROCHIRI,ANTIOQUIA,-12.061557402528747,-76.58912179102347
150703,LIMA,HUAROCHIRI,CALLAHUANCA,-11.813706057608826,-76.57530352739838
150704,LIMA,HUAROCHIRI,CARAMPOMA,-11.639702402860523,-76.38304190938824
150705,LIMA,HUAROCHIRI,CHICLA,-11.664498830235326,-76.24379791888605
150706,LIMA,HUAROCHIRI,CUENCA,-12.156529465336527,-76.45691930845145
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,-11.696854859295735,-76.59579753356502
150708,LIMA,HUAROCHIRI,HUANZA,-11.561143393352623,-76.44365201388366
150709,LIMA,HUAROCHIRI,HUAROCHIRI,-12.069457632443081,-76.27257383450024
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,-12.093282682508082,-76.39187995266364
150711,LIMA,HUAROCHIRI,LANGA,-12.159279512744336,-76.37567971911443
150712,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,-11.585182617837722,-76.53170354779795
150713,LIMA,HUAROCHIRI,MARIATANA,-12.261636934315227,-76.36532029967881
150714,LIMA,HUAROCHIRI,RICARDO PALMA,-11.937819241302604,-76.62291480962217
150715,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,-11.988060867618959,-76.45803865728654
150716,LIMA,HUAROCHIRI,SAN ANTONIO,-11.816649115423887,-76.77355958255322
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,-11.91408060028119,-76.5014098036354
150718,LIMA,HUAROCHIRI,SAN DAMIAN,-11.964470975116917,-76.3329899086918
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,-11.718968603034034,-76.46909066138781
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,-11.992924828914997,-76.15698981991183
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,-12.10894477803976,-76.11885495444437
150722,LIMA,HUAROCHIRI,SAN MATEO,-11.819784686750895,-76.21898284791449
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,-11.840593770533253,-76.53043167149843
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,-11.765040796660028,-76.555122724656
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,-12.08670914999616,-76.19663805453439
150726,LIMA,HUAROCHIRI,SANGALLAYA,-12.219148495333044,-76.26270671429037
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,-11.925969792099536,-76.56077006154605
150728,LIMA,HUAROCHIRI,SANTA EULALIA,-11.858350426983646,-76.64899142032529
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,-12.031918149018475,-76.19960482895665
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,-11.978061683925114,-76.52845972446677
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,-12.261319589112304,-76.53620492341254
150732,LIMA,HUAROCHIRI,SURCO,-11.877112258459938,-76.4453579440475
150801,LIMA,HUAURA,HUACHO,-11.271660650457912,-77.49276783364462
150802,LIMA,HUAURA,AMBAR,-10.782311448201504,-77.26775784420042
150803,LIMA,HUAURA,CALETA DE CARQUIN,-11.087980850320497,-77.62002251437113
150804,LIMA,HUAURA,CHECRAS,-10.921697753137435,-76.8554804126437
150805,LIMA,HUAURA,HUALMAY,-11.092777724443584,-77.60695151855293
150806,LIMA,HUAURA,HUAURA,-11.003590427601413,-77.44522409900969
150807,LIMA,HUAURA,LEONCIO PRADO,-11.050809253753144,-76.91853998494653
150808,LIMA,HUAURA,PACCHO,-10.96586627819199,-76.97183757066536
150809,LIMA,HUAURA,SANTA LEONOR,-10.962755155918575,-76.67122215691036
150810,LIMA,HUAURA,SANTA MARIA,-11.11613502270171,-77.47327278986084
150811,LIMA,HUAURA,SAYAN,-11.145863630768078,-77.23380384189835
150812,LIMA,HUAURA,VEGUETA,-10.9501922865957,-77.60411628856095
150901,LIMA,OYON,OYON,-10.669398839987052,-76.7577218794376
150902,LIMA,OYON,ANDAJES,-10.777603154565725,-76.92715016524996
150903,LIMA,OYON,CAUJUL,-10.756401293775367,-76.9866870322775
150904,LIMA,OYON,COCHAMARCA,-10.883556172751529,-77.12792022641348
150905,LIMA,OYON,NAVAN,-10.857166756721096,-77.04664399706839
150906,LIMA,OYON,PACHANGARA,-10.837864359006009,-76.79755386778524
151001,LIMA,YAUYOS,YAUYOS,-12.472573309209277,-75.95510749556672
151002,LIMA,YAUYOS,ALIS,-12.28878263287321,-75.70396486019803
151003,LIMA,YAUYOS,ALLAUCA,-12.64007070425383,-76.03835785321871
151004,LIMA,YAUYOS,AYAVIRI,-12.365460169176417,-76.04229525692568
151005,LIMA,YAUYOS,AZANGARO,-13.0090798951746,-75.82556317932846
151006,LIMA,YAUYOS,CACRA,-12.766225859180283,-75.74796848013285
151007,LIMA,YAUYOS,CARANIA,-12.355866095543439,-75.88164012110013
151008,LIMA,YAUYOS,CATAHUASI,-12.7427840200279,-75.88200258155338
151009,LIMA,YAUYOS,CHOCOS,-12.922386421914197,-75.92405783572528
151010,LIMA,YAUYOS,COCHAS,-12.285836984401477,-76.19569946804161
151011,LIMA,YAUYOS,COLONIA,-12.584270331485671,-75.84598054864274
151012,LIMA,YAUYOS,HONGOS,-12.766493593569798,-75.67283811034966
151013,LIMA,YAUYOS,HUAMPARA,-12.354295488439456,-76.19059886910618
151014,LIMA,YAUYOS,HUANCAYA,-12.090365026146472,-75.834800180135
151015,LIMA,YAUYOS,HUANGASCAR,-12.941558298548207,-75.82184962596604
151016,LIMA,YAUYOS,HUANTAN,-12.513068057378803,-75.7040784211206
151017,LIMA,YAUYOS,HUAÑEC,-12.27480329717498,-76.07949784727133
151018,LIMA,YAUYOS,LARAOS,-12.384490074683274,-75.6761913064628
151019,LIMA,YAUYOS,LINCHA,-12.810944055288303,-75.63069154038543
151020,LIMA,YAUYOS,MADEAN,-12.961139648117781,-75.69833499457006
151021,LIMA,YAUYOS,MIRAFLORES,-12.234641858434786,-75.8892158711238
151022,LIMA,YAUYOS,OMAS,-12.476303058745517,-76.25079719692268
151023,LIMA,YAUYOS,PUTINZA,-12.666512489853172,-75.92276219595819
151024,LIMA,YAUYOS,QUINCHES,-12.31154746647331,-76.09174034911358
151025,LIMA,YAUYOS,QUINOCAY,-12.350638163017427,-76.28431739308726
151026,LIMA,YAUYOS,SAN JOAQUIN,-12.245829161812132,-76.10552492989744
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,-12.492983241743996,-76.18609335483926
151028,LIMA,YAUYOS,TANTA,-12.13203991310548,-75.99132989535792
151029,LIMA,YAUYOS,TAURIPAMPA,-12.68317483403531,-76.18144405888722
151030,LIMA,YAUYOS,TOMAS,-12.163927595499507,-75.70682915959927
151031,LIMA,YAUYOS,TUPE,-12.690290529299023,-75.73609814023229
151032,LIMA,YAUYOS,VIÑAC,-12.88755923477953,-75.77042742880705
151033,LIMA,YAUYOS,VITIS,-12.169538688610023,-75.85742054063456
160101,LORETO,MAYNAS,IQUITOS,-3.7822730980592385,-73.43263143678578
160102,LORETO,MAYNAS,ALTO NANAY,-3.361639183255648,-74.28552052934758
160103,LORETO,MAYNAS,FERNANDO LORES,-4.279124514970287,-73.11481464340174
160104,LORETO,MAYNAS,INDIANA,-3.8291591074625875,-72.85633338591092
160105,LORETO,MAYNAS,LAS AMAZONAS,-3.5683670682830653,-72.52892155542222
160106,LORETO,MAYNAS,MAZAN,-2.9937192111418405,-73.75215334345788
160107,LORETO,MAYNAS,NAPO,-2.0991198845773864,-74.40713503587784
160108,LORETO,MAYNAS,PUNCHANA,-3.538675442518568,-73.45444529749308
160110,LORETO,MAYNAS,TORRES CAUSANA,-1.3888798430041671,-74.89289473753324
160112,LORETO,MAYNAS,BELEN,-3.811598488769579,-73.21197782707696
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,-4.149064843686304,-73.66589880704083
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.845879927039029,-76.16158196025745
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,-5.7376265730484395,-76.58661818095365
160205,LORETO,ALTO AMAZONAS,JEBEROS,-5.296860198934419,-76.2049797637646
160206,LORETO,ALTO AMAZONAS,LAGUNAS,-4.628335968812593,-75.97605636823036
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,-5.65827722339166,-75.74900516957968
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,-5.9877117280777785,-75.82204465050506
160301,LORETO,LORETO,NAUTA,-4.4427176100991925,-74.11420369297034
160302,LORETO,LORETO,PARINARI,-5.038945722822298,-74.86356304554405
160303,LORETO,LORETO,TIGRE,-2.9437310039830216,-75.26485182795327
160304,LORETO,LORETO,TROMPETEROS,-3.196323499756152,-75.83687815227992
160305,LORETO,LORETO,URARINAS,-4.274922116767566,-75.48466624625742
160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,-3.6774966752629177,-70.83613476159148
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,-3.4327117783584296,-71.96467460969316
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,-4.4774630940312194,-72.03311430358377
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,-3.8667583493885362,-71.33896668224757
160501,LORETO,REQUENA,REQUENA,-5.328240807207023,-73.88234350917568
160502,LORETO,REQUENA,ALTO TAPICHE,-6.818339304218518,-74.18943618827633
160503,LORETO,REQUENA,CAPELO,-5.366373318451643,-74.12692000927899
160504,LORETO,REQUENA,EMILIO SAN MARTIN,-6.201375318513991,-74.45404634360237
160505,LORETO,REQUENA,MAQUIA,-6.385333155015211,-74.72951131018401
160506,LORETO,REQUENA,PUINAHUA,-5.644730687919706,-74.88637062104777
160507,LORETO,REQUENA,SAQUENA,-4.797938790358537,-73.40510064972818
160508,LORETO,REQUENA,SOPLIN,-6.3270264374838945,-73.75071040428374
160509,LORETO,REQUENA,TAPICHE,-5.992031346120043,-73.99354240722782
160510,LORETO,REQUENA,JENARO HERRERA,-4.996170854378428,-73.69834774736849
160511,LORETO,REQUENA,YAQUERANA,-5.7517128254369085,-73.34443646602075
160601,LORETO,UCAYALI,CONTAMANA,-7.781158974881197,-75.34940346816141
160602,LORETO,UCAYALI,INAHUAYA,-7.040889869658329,-75.29983098379836
160603,LORETO,UCAYALI,PADRE MARQUEZ,-7.879403454275428,-74.914317310235
160604,LORETO,UCAYALI,PAMPA HERMOSA,-7.302602493074442,-75.769709713505
160605,LORETO,UCAYALI,SARAYACU,-6.390597644947732,-75.1859081907134
160606,LORETO,UCAYALI,VARGAS GUERRA,-6.931930050990908,-75.09431270981638
160701,LORETO,DATEM DEL MARAÑON,BARRANCA,-5.021115816666339,-77.11081424602182
160702,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,-5.240097771464682,-76.85572849473702
160703,LORETO,DATEM DEL MARAÑON,MANSERICHE,-4.7275964225943055,-77.51851186960069
160704,LORETO,DATEM DEL MARAÑON,MORONA,-3.6791223959937334,-77.37346890449082
160705,LORETO,DATEM DEL MARAÑON,PASTAZA,-4.276607774975752,-76.63773926012118
160706,LORETO,DATEM DEL MARAÑON,ANDOAS,-3.274405416049864,-76.67241377611198
160801,LORETO,PUTUMAYO,PUTUMAYO,-2.4688293576425977,-72.7839101587726
160802,LORETO,PUTUMAYO,ROSA PANDURO,-1.5581308021624454,-73.8659972629027
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,-0.655314747833972,-74.73161497854973
160804,LORETO,PUTUMAYO,YAGUAS,-2.8043316781625327,-71.01320920014044
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.04857992279604,-70.28459174987641
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,-12.976744344212738,-69.9388448470051
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,-12.003689756961133,-69.53930946934503
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,-12.513321967503442,-69.92334860903547
170201,MADRE DE DIOS,MANU,MANU,-12.362003264131735,-71.5183667855719
170202,MADRE DE DIOS,MANU,FITZCARRALD,-11.850404002692931,-71.63466265152623
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.629541809652629,-70.67535246800638
170204,MADRE DE DIOS,MANU,HUEPETUHE,-13.003146250408353,-70.65207759118528
170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,-10.965198547659009,-70.64991336765958
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,-11.43509365402662,-69.67927251525106
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,-11.679630872231309,-69.53199443059906
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.21770814455495,-71.06474834029311
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,-16.728430579863115,-70.37141555553413
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,-16.768653672391892,-70.66762862200522
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,-17.15667845164309,-70.8526004078766
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,-16.66339732950556,-70.64465329515681
180106,MOQUEGUA,MARISCAL NIETO,TORATA,-16.998119044187547,-70.73832133745292
180107,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,-17.31634643604491,-71.03466716380798
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,-16.64664732744891,-70.96299545728573
180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,-16.457019619661313,-70.57125181909137
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,-16.575806471397446,-71.04608881670583
180204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,-16.18823079424086,-70.49471810661606
180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,-16.825985031418007,-71.29387062029787
180206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,-16.303576508683673,-70.62724780059301
180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,-16.52867620011217,-70.83655617150252
180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,-16.62829492321506,-71.15726833824628
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,-16.704205287089266,-70.8798240106136
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,-16.2174614725898,-70.80515689494604
180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,-16.22760855353972,-70.66001626814963
180301,MOQUEGUA,ILO,ILO,-17.716993516853268,-71.21353797876715
180302,MOQUEGUA,ILO,EL ALGARROBAL,-17.584261080467602,-71.1441490536757
180303,MOQUEGUA,ILO,PACOCHA,-17.43945084510923,-71.35943627667486
190101,PASCO,PASCO,CHAUPIMARCA,-10.701169491764142,-76.24658872719532
190102,PASCO,PASCO,HUACHON,-10.574252251503925,-75.78548764053475
